,log_id,timestamp,epoch,metric_key,metric_val
55,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,912",7,Train-Aux-Src,1.019637
56,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,912",7,Train-Total-Src,1.638317
57,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,912",7,Train-Acc-Src,0.146625
58,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,912",7,Train-XEnt-Tgt,2.306847
59,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,913",7,Train-Aux-Tgt,1.004205
60,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,913",7,Train-Total-Tgt,1.655526
61,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:33,913",7,Train-Acc-Tgt,0.146625
62,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:34,526",7,Eval-Acc-Tgt,0.088191
63,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,166",8,Train-XEnt-Src,2.253587
64,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,166",8,Train-Aux-Src,1.021904
65,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,166",8,Train-Total-Src,1.637745
66,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,167",8,Train-Acc-Src,0.153250
67,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,167",8,Train-XEnt-Tgt,2.304406
68,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,167",8,Train-Aux-Tgt,1.004222
69,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,167",8,Train-Total-Tgt,1.654314
70,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,168",8,Train-Acc-Tgt,0.153250
71,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:38,781",8,Eval-Acc-Tgt,0.178874
72,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,424",9,Train-XEnt-Src,2.249028
73,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,425",9,Train-Aux-Src,1.022913
74,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,425",9,Train-Total-Src,1.635970
75,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,425",9,Train-Acc-Src,0.158000
76,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,426",9,Train-XEnt-Tgt,2.305799
77,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,426",9,Train-Aux-Tgt,1.004391
78,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,426",9,Train-Total-Tgt,1.655095
79,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:42,426",9,Train-Acc-Tgt,0.158000
80,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:43,038",9,Eval-Acc-Tgt,0.098655
81,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,670",10,Train-XEnt-Src,2.245743
